source,target
4424562,299246
4424562,3276610
4424578,2715820
4424754,2219680
4424886,1502524
4424981,8839867
4424999,955330
4425137,6725939
4425224,331834
4425227,6725939
4425312,955330
4425318,2158548
4425351,2219680
4425361,8842863
4425869,1760924
4426157,955330
4426199,8835857
4426293,955330
4426623,1760924
4426789,8835857
4426860,8835857
4426931,955330
4426990,1760924
4427000,955330
4427116,955330
4427738,2065803
4428896,1846180
4429137,11263947
4429192,7542561
4429233,11263947
4429884,3135435
4430238,11335578
4430300,8688437
4430372,5588593
4430466,2225337
4430547,4562668
4431367,817846
4431436,1920349
4431436,8540212
4431544,5714188
4431743,817846
4431988,817846
4432028,1920349
4432028,8540212
4432447,2295657
4432517,8541542
4432694,8535719
4432705,5641506
4432707,8535983
4432820,8535983
4432864,2295657
4433055,11335578
4433102,8535719
4433487,11335578
4433628,8496763
4433812,8496763
4433954,2476982
4434125,5698077
4434217,2476982
4434385,2476982
4434447,3659817
4434571,3659817
4434678,5715284
4434678,3659817
4434711,8498795
4435122,8498795
4435251,2481093
4435280,8498795
4435451,3317782
4435537,8498795
4435537,3317782
4435621,8489764
4435750,3439889
4436364,1157546
4436402,8498231
4436459,3359801
4436805,5465659
4436939,3119730
4437107,3069747
4437377,10284503
4437622,8496837
4437650,5484196
4437783,8496837
4437867,8496837
4437894,8496837
4437905,8712524
4438019,5501202
4438029,5501202
4438116,5484196
4438128,5501202
4438655,2013028
4438710,3632402
4438769,2275134
4439454,2013028
4439546,8492153
4439910,301751
4439924,8712524
4439959,1245954
4440184,2259434
4440421,2318061
4440437,817846
4440471,608725
4440659,8540590
4441027,1826443
4441034,817846
4441380,3386630
4441472,378510
4441591,817846
4441610,1551614
4441637,3065012
4441740,2375569
4441755,2375569
4441761,1551614
4441879,8821228
4441913,8821228
4441959,1617752
4442108,11728979
4442130,5677842
4442166,1551614
4442213,8821228
4442256,1551614
4442319,5677842
4442331,8821228
4442363,8821228
4442378,8821228
4442457,1551614
4442480,6136079
4442505,1551614
4442516,8821228
4442707,2375569
4442733,5677842
4442804,1551614
4442873,8821228
4442894,1617752
4442905,1617752
4443324,5547309
4443352,5547309
4443365,11271614
4443430,5547309
4443462,1697552
4443500,5547309
4443538,5547309
4443589,8489381
4443602,3612774
4443613,8821034
4443625,3516588
4443654,1630443
4443664,3612774
4443683,5547309
4443699,1630443
4443716,5547309
4443731,5547309
4443749,8821034
4443771,8821034
4443785,8821034
4443830,3612774
4443844,1630443
4443858,1630443
4443892,8821034
4443909,5547309
4443920,5547309
4443958,8489381
4443963,5547309
4443970,8489381
4444044,8821034
4444044,3516588
4444103,3612774
4444143,3612774
4444191,3612774
4444215,1630443
4444294,1630443
4444308,8821034
4444308,3516588
4444380,8821034
4444434,8489381
4444446,8489381
4444481,8821034
4444495,3612774
4444611,8837326
4444629,3120177
4444828,8837326
4444936,3066979
4445033,3120177
4445045,3066979
4445089,3602960
4445102,3066979
4445135,3505946
4445162,6715611
4445162,3505946
4445205,3066979
4445282,3602960
4445298,3602960
4445330,5469078
4445343,2313169
4445345,5469078
4445351,2295657
4445408,3505946
4445419,4436402
4445548,3505946
4445604,3602960
4445734,3602960
4445915,3505946
4446039,3505946
4446058,3505946
4446342,5157447
4446371,5157447
4446397,5157447
4446410,5157447
4446439,3602960
4446641,5157447
4446737,5157447
4446777,5157447
4447038,1920349
4447046,5157447
4447053,3359801
4447081,3359801
4447160,3359801
4447237,5157447
4447393,3359801
4447446,2158548
4447449,3359801
4447477,3359801
4447493,3543522
4447531,3359801
4447544,3359801
4447584,6715993
4447584,3359801
4447666,3359801
4447744,2318061
4448053,817846
4448667,8713694
4448682,3359801
4448816,3154754
4448824,8838274
4448843,3154754
4448923,3154754
4448948,4450967
4449123,3154754
4449140,3359801
4449306,8493058
4449374,6725530
4449374,5618463
4449374,3273488
4449471,5618463
4449565,8493058
4449574,8493058
4449583,8656321
4449723,3273488
4449786,5588593
4449808,6714659
4449817,6725530
4449817,5618463
4449817,3273488
4449883,8542663
4449894,5618463
4450278,3588135
4450402,3558001
4450415,3558001
4450472,955330
4450528,1680821
4450541,6731902
4450541,3588135
4450668,3588135
4450721,3588135
4450883,8496013
4450934,3558001
4450967,6767779
4450967,8496013
4450981,8496013
4451000,3558001
4451009,8496013
4451049,6767779
4451049,8496013
4451055,3588135
4451069,8540581
4451076,8496013
4451106,11275062
4451111,3558001
4451131,8496013
4451178,3558001
4451178,3588135
4451241,8496013
4451334,8496013
4451346,8842164
4451417,8496013
4451431,6770630
4451446,8496013
4451515,8496013
4451555,6767779
4451575,1808653
4451691,1770550
4451757,4450541
4451864,8536818
4451903,2079515
4452110,917463
4452374,1134707
4452402,1156617
4452540,989497
4453032,7622704
4453451,436396
4454083,4436402
4454159,8497824
4454640,33937
4454797,2279837
4454888,7542561
4455122,7542561
4455725,62463
4455815,1515188
4456023,1407918
4456223,8513901
4456863,3065012
4456930,5138936
4457303,8654304
4457317,8694877
4457448,11265291
4457779,11265291
4457791,2065803
4457872,8654304
4458259,1543618
4458460,3659817
4458513,11276094
4458612,1502456
4458902,1388719
4459492,1768412
4459805,8654304
4459891,8586365
4460278,886003
4460317,791209
4460893,1768412
4461248,791209
4461813,3386630
4462238,1838749
4462562,1770535
4462638,914185
4464774,8706335
4466086,1502490
4466086,1543618
4466274,2167095
4466457,2228847
4466923,8880460
4466946,8880052
4467780,5612709
4468360,2201887
4468507,1838749
4468658,1375025
4469036,436396
4469207,5544116
4469550,5590160
4469600,791209
4469800,935514
4470016,1922871
4470137,8488885
4470610,3135435
4470633,979774
4471551,1770535
4472624,5711994
4473576,4449374
4473762,1770535
4474146,2225337
4474654,2884015
4475312,4449374
4476293,1637764
4476777,1383514
4477770,1039785
4478498,4420954
4479986,2167095
4480285,2010275
4480453,1241303
4480945,301751
4483116,1502524
4484440,1543618
4484466,1648855
4485010,897481
4487140,8662693
4489854,6731713
4490768,5367274
4492135,8840883
4492464,8617854
4492827,8617854
4493516,727049
4494105,8662693
4494573,1411801
4495885,1930309
4496740,1768412
4497616,2279837
4499600,4452540
4499646,1241303
4501484,869359
4501484,2109259
4502576,1414682
4504024,2065803
4504590,5367274
4506875,5646974
4507640,10034489
4507714,2321251
4510307,4425224
4510416,8856102
4510571,2151787
4510603,1909740
4511180,1375025
4511522,11267547
4511787,1862680
4511882,8664279
4512207,1492325
4512298,917475
4514365,10034489
4514478,2917153
4517875,8662693
4519592,8496837
4519819,8586365
4520038,3735795
4520969,11335578
4521018,5300344
4523346,1894469
4523426,11335578
4523813,809854
4523939,1543618
4524450,2298186
4524753,3005177
4524753,6731713
4524978,935514
4525027,6734903
4526119,1157546
4526457,5204825
4527214,5501202
4527816,1868293
4531445,8837326
4531510,2179571
4532317,2058482
4532988,2058482
4533137,1890553
4536138,2179571
4537319,2235512
4537548,942663
4537985,2042460
4539071,3152902
4539469,8535514
4540285,28793
4546170,1868293
4549693,5501838
4553176,2030990
4554326,9512057
4554464,3002737
4554595,2010275
4555442,9512057
4556151,3594513
4556235,3353424
4556461,8497331
4556656,9512057
4558357,11256465
4558847,8497331
4561237,11256465
4561633,3146989
4561782,3629886
4562668,12140819
4562668,3629886
4563032,8836040
4564275,2072901
4564918,1659406
4566333,1248828
4566578,3518525
4566961,3629886
4567138,5646974
4567353,568596
4567873,3629886
4569611,8708407
4570170,1248828
4571006,8708407
4571299,3603512
4572298,6734903
4572521,4511787
4573671,5777697
4574242,3629886
4574362,8493078
4574724,8980389
4574887,8783
4575008,8783
4575362,6720823
4575410,1831254
4576285,8493543
4579324,6715455
4580137,1808653
4581707,8876745
4584051,1039785
4588062,1968266
4588164,4420954
4588327,6731713
4596305,984911
4598494,8641554
4603228,394088
4603294,8559791
4604749,4430300
4610306,1857135
4611277,8842645
4611651,10047553
4611932,2219680
4612483,984911
4617590,2053794
4617976,2468779
4620247,471321
4620868,2155717
4621338,2053794
4621382,2181424
4621593,8496130
4622417,6734903
4622485,6734903
4623898,4449374
4624274,817846
4624793,5465659
4625122,8850548
4625133,1328359
4626368,2219680
4626586,8631573
4626654,8712973
4627632,6771748
4628899,2997073
4630059,12168728
4632532,8497745
4633385,11960629
4633385,1564932
4634414,1564932
4638287,1023730
4639141,5640685
4640873,469025
4648445,8838600
4650198,992039
4650535,1770535
4652990,2328396
4653220,3135435
4654755,3135435
4655810,4385331
4657166,2199641
4659618,917463
4660433,8876745
4662783,10330682
4663837,8257728
4664825,63423
4667629,8498056
4667835,8712524
4669118,909372
4670515,3135435
4672303,8839867
4673943,2063061
4675065,6732370
4675208,1436026
4675274,1641916
4675669,580114
4676468,1436026
4677730,2235512
4679498,1922871
4680514,6716085
4680977,6716085
4682557,5538617
4683170,10330682
4683195,8847804
4683239,1837162
4683395,5538617
4683431,8855477
4683848,1837162
4683925,8882842
4684247,1688775
4684329,5538617
4684786,1837162
4684964,8882842
4685238,59924
4685501,1837162
4685751,3563862
4687041,3076328
4689485,1712590
4690233,8497745
4691086,1134707
4691482,1134707
4693181,8639896
4693655,3278452
4693939,1134707
4696590,3956574
4700424,6720823
4701580,1920363
4701681,4564275
4704609,4192668
4705131,8492317
4705474,10034489
4705644,8492317
4705737,3076328
4706145,4192668
4707816,1869261
4708343,1543618
4710219,5138936
4711008,568704
4711008,2199641
4711697,1543618
4714349,5646974
4718321,5138936
4718715,5138936
4718919,2010275
4719119,2030990
4720670,2010275
4721209,1680821
4721318,1505575
4722223,3003814
4722592,5138936
4725434,1502524
4726018,5545515
4727324,1502456
4727691,8698510
4728136,1502456
4728524,436396
4728555,8720870
4729095,2158548
4729664,5711994
4730660,8495226
4733166,1868293
4733910,1881172
4734025,8722692
4734357,1868293
4734406,2030990
4735039,1968266
4739186,2317812
4740720,2160578
4740968,3216611
4741020,2160578
4741323,2160578
4741873,5646683
4743496,3362541
4744317,1820562
4744338,3503342
4746914,979774
4748753,2580284
4749655,2884015
4749687,979774
4750076,1047565
4750337,2884015
4750741,1637764
4750741,1144520
4754143,4451106
4758288,5777697
4758433,3311485
4760026,979774
4760607,4451106
4761090,4562668
4762034,5300344
4762482,4562668
4763341,8504060
4763371,897481
4763603,1498962
4764156,5777697
4764621,979774
4765358,5595839
4765484,5300344
4766834,2072901
4767277,2682914
4768988,1697552
4769919,1380969
4770059,4451106
4772341,8486247
4772463,1315829
4772823,8486190
4773839,2165508
4775019,1869261
4775019,1868293
4775741,8493584
4776754,817846
4777489,2225337
4777889,4452540
4778206,8493511
4778631,8495375
4779196,4436402
4781234,3647624
4782269,1868293
4782269,1864471
4784388,2219680
4785833,8541742
4785955,1864471
4786052,8535315
4788319,8842164
4788672,1360200
4789128,817846
4789619,837382
4789885,837382
4790002,837382
4790007,8541742
4790267,5777697
4790389,5777697
4790547,5660954
4790957,4372382
4791128,3076328
4791355,409248
4791739,2058482
4792093,603458
4792730,10034489
4793732,385031
4796884,4383244
4800546,8513901
4800960,2079515
4801142,422123
4801960,422174
4802323,3594513
4803754,11335578
4806415,1318831
4808131,2160578
4808461,3313754
4810720,1027393
4811710,2010275
4812699,4452540
4815459,839618
4817299,1826443
4817394,4394731
4818094,3003814
4821292,7316896
4828416,1770550
4829349,8876745
4829913,10330682
4830143,5619263
4830297,3311485
4830545,3311485
4830712,1780853
4831754,8658869
4831877,1047565
4831931,1047565
4832221,5619263
4832608,568596
4834018,422174
4837749,8257747
4837846,2219680
4838751,1047565
4838971,8658869
4840984,11335578
4841554,2313149
4841919,4511787
4842068,11335578
4842226,8257728
4843046,4511787
4844237,8658869
4845128,2313149
4845267,4511787
4845524,1843911
4846774,1611700
4848313,6047061
4851283,2016205
4855464,2016205
4856361,11263947
4857437,5710407
4859299,8709896
4859484,8709896
4859510,1142548
4861187,8709896
4863531,1385060
4863620,1385060
4864003,552801
4865863,1784589
4867862,1423033
4869634,2343059
4869739,8498011
4870760,378510
4873019,3353424
4873139,4372382
4873647,3381142
4876303,8515847
4882052,3152902
4882215,8493511
4884769,2170898
4885080,4386086
4885633,8494887
4888931,6722065
4892373,11335578
4892549,552801
4894185,11256465
4901689,8496541
4904258,1614731
4904871,1894469
4905803,269906
4905803,1157546
4907108,8493078
4907682,8617854
4908028,1894469
4908077,4436402
4909050,3330421
4911893,1245954
4912622,1513877
4915121,8838719
4919411,3273488
4922863,10034489
4925763,1318863
4926903,2513096
4927110,2340641
4928704,6769926
4928868,6769926
4929854,1838749
4930890,3215655
4932827,3330421
4932870,8540115
4938080,1680821
4938731,8855153
4942337,2042460
4943872,8850144
4944021,966263
4944747,2179571
4946445,3499998
4946980,8850548
4949352,933334
4951903,1248828
4954461,2884015
4957279,6716353
4960570,1248828
4963221,8495375
4965091,4372352
4965696,3556200
4967522,1922299
4967734,2072901
4967818,5646974
4968234,1922299
4968685,5646974
4969710,1248828
4969865,2090158
4970500,8639896
4970915,8637849
4976085,8842645
4976905,1670056
4977243,6716085
4977488,2235512
4980602,4432517
4981586,1082391
4981899,2058482
4983613,1662214
4988037,5613191
4996200,63411
4997070,3397200
4997096,3285821
4999716,2340336
5002093,2053794
5002912,8842645
5005245,8497331
5006211,8497331
5007031,6716085
5007379,5619263
5008193,929011
5008921,394088
5009824,8876745
5012302,8858124
5014069,8494887
5014347,2016205
5014471,4396500
5014568,8493543
5015817,3330421
5016027,1262368
5017257,8853981
5017640,8856102
5018002,8494887
5018119,6733925
5018976,8497331
5019380,2016205
5020127,8498011
5020513,2053794
5020521,8853981
5020545,1653174
5020795,8853981
5021863,11256465
5022610,8498356
5022987,8850548
5027000,8714112
5028110,1262368
5028185,3121799
5031133,1837162
5032491,1837162
5035201,11075717
5039204,5777697
5039390,4450967
5039872,1454707
5040227,1454707
5041920,1454707
5042024,2179571
5049405,409248
5049550,2271576
5051940,4450967
5055107,809854
5055531,8726486
5056602,422123
5060003,6716353
5060730,8684028
5062154,3004503
5063695,5613191
5064324,1648855
5071373,2201887
5072643,1322203
5079714,3509367
5081608,2016205
5086017,8640581
5087610,1859266
5093775,3147435
5095821,8573990
5097178,2199641
5100267,4564275
5100980,3215655
5101139,2509332
5103218,2715820
5104402,8513901
5107812,8712524
5108734,4377214
5112335,4449374
5113932,11256311
5114063,3632402
5119577,4450541
5124507,6716085
5125966,5711994
5126690,1023730
5129353,8640565
5130065,1023730
5134458,3076328
5134528,2201887
5136667,2468779
5136938,2065803
5137381,8665365
5137381,8855153
5138936,8498795
5140348,1653174
5142971,929011
5143407,8640901
5144126,11268183
5146582,6716085
5147087,8496763
5147779,6716085
5147938,4376875
5148138,63411
5148172,6731713
5148310,4376875
5149342,2249199
5149802,6716085
5150324,3005177
5150324,6716085
5151263,6716085
5151352,6716085
5151562,4451431
5151634,6715455
5152192,6716085
5152885,6716085
5153254,6716085
5153318,6716085
5153850,1440787
5153850,1450209
5154095,1697552
5154970,6716085
5155289,6715455
5155392,6716085
5155450,1939753
5155534,5707362
5155737,2053794
5155913,5545515
5156510,2053794
5156933,6752297
5157339,6715455
5157421,6716085
5157447,3005177
5157447,6716085
5158915,3005177
5158915,6715455
5159545,6716085
5159735,6716085
5159743,6715455
5160061,269906
5160555,6715455
5161149,1479172
5161210,5138936
5161487,6715455
5161638,6715455
5161813,6715455
5162258,1009237
5162624,2037639
5162708,8662693
5162965,2037639
5163092,6720859
5163314,6715455
5163443,6715455
5163595,2037639
5163596,4450967
5163718,2262650
5163748,2037639
5163753,6715455
5163795,2037639
5164444,6715455
5164831,2618793
5164850,2262650
5165173,6715455
5165296,6715455
5166380,8850548
5166757,1637927
5167305,2037639
5167345,2037639
5168133,6732670
5169478,6720859
5169752,6720778
5170075,6720778
5170159,8850548
5170517,8684028
5170542,6724928
5171028,6716085
5171376,2481093
5171634,2037639
5171730,2037639
5172088,6724928
5172229,6720778
5173111,1427714
5174167,8640901
5174750,11276094
5175357,2481093
5175589,4445162
5175601,6724928
5176064,8640581
5176312,6720778
5178048,6732570
5178169,11269789
5179293,3076328
5180483,6732570
5182985,1857135
5185015,6725939
5185073,1939753
5185100,1857135
5185588,8640922
5185659,8640737
5186409,1939753
5187361,1328359
5187538,8639343
5187997,1857135
5188104,8640565
5188530,2016944
5188793,8639343
5189017,1784589
5189112,3330421
5189788,4430300
5189846,2581269
5190467,2016205
5190560,1826440
5191026,955330
5191656,1712590
5191656,2244439
5192413,8659826
5193804,4430300
5193822,2063061
5193884,1922299
5194233,4430300
5194390,1826440
5194913,4436402
5194915,5588593
5195204,8640922
5195542,5588593
5195767,5588593
5196416,1826440
5196553,1826440
5197846,2512050
5199337,8659826
5199423,21707
5199453,21707
5199509,21707
5199546,8720870
5200122,580114
5200201,5588593
5200275,8653809
5200616,1826440
5200676,4435537
5200768,8852368
5200879,4435537
5200954,1826440
5201101,5588593
5201303,8852368
5201444,8497639
5201459,962271
5201515,5588593
5201751,5588593
5201863,5588593
5201950,8852368
5202384,6737775
5202728,4435122
5202790,4435537
5203376,8494228
5203751,962271
5204637,5476750
5204825,2512050
5204825,3556200
5204977,3556200
5206743,5588593
5207233,6732544
5207295,8852368
5207954,962271
5208033,8611420
5208159,6733925
5208235,6733925
5209303,8611420
5209321,8852368
5211177,6733925
5211232,6733925
5211247,6733925
5211270,8852368
5211273,6720859
5211293,6733925
5211336,6733925
5211834,8495082
5211924,8495082
5213599,4451049
5213694,6733925
5214392,6715165
5214632,6733925
5215048,6733925
5215740,11255416
5216047,2151733
5216601,2151733
5216764,2151733
5216764,8641554
5216833,6720823
5216833,4447584
5216958,2037639
5217293,4449374
5217350,2151733
5217476,11255416
5218679,4450541
5218855,3177735
5221124,4449374
5221378,4449374
5223118,5590990
5223487,471052
5223987,4449374
5225837,6716187
5226438,4449374
5226817,4449374
5227633,6771748
5227984,4449374
5228121,3266649
5228283,2175150
5228356,4449374
5228690,6716187
5229252,4449374
5229588,4449374
5229653,955330
5229736,4449374
5229759,4449374
5230330,6720823
5230896,4449374
5231635,6715061
5234634,3509367
5235530,6734903
5235572,471321
5235776,471321
5236014,1939753
5236109,471321
5236151,8498539
5236273,8879947
5237037,1939753
5237243,10288633
5237946,955330
5238015,8659322
5238083,4372382
5238585,3509367
5238734,1939753
5238878,471321
5239412,471321
5239434,1826440
5239450,1939753
5240469,6716353
5240658,2235512
5240687,2235512
5241037,2992835
5241517,5546932
5241517,5547225
5241680,471321
5241934,471321
5242271,1939753
5242588,471321
5243871,6716353
5243897,3160272
5243897,6716353
5243971,6716353
5244353,6716353
5244413,6716353
5244682,6733925
5245649,6716353
5245725,2219680
5246100,6716353
5246999,6716353
5247404,6716085
5248322,1855326
5248389,6716353
5248534,6716353
5248777,6716353
5249416,3160272
5249416,6716085
5249604,6716353
5249760,6716085
5249789,6716085
5249894,6716353
5249923,6716353
5251555,2175150
5251672,1969165
5251689,6716085
5251782,6716085
5251988,6716085
5252293,6716085
5252712,6716085
5252899,6716353
5252988,6716085
5253340,2579296
5253686,6716085
5254217,6714989
5254326,2149099
5254387,3543100
5254578,2303121
5254716,2303121
5254974,2303121
5255065,8655584
5255115,1486902
5255145,6716085
5255767,6716085
5255905,6716085
5255999,1486902
5256173,6716085
5256563,6716085
5256735,6716085
5256756,6716085
5257049,8852900
5257194,1486902
5257600,8653809
5257691,2065803
5257979,5144126
5258125,8702589
5258173,1855326
5258325,6714659
5258455,3177735
5259006,5144126
5259340,3177735
5259678,6714659
5260266,6714659
5261076,6714659
5261138,3135435
5261300,8513901
5261360,1486902
5261997,2065803
5262325,2065803
5262685,2053794
5262922,8496130
5263791,1855326
5265017,1868856
5265111,1868856
5265705,8654304
5268264,4372382
5268484,8518888
5268844,1920354
5269026,3119565
5269356,4449817
5270824,4445162
5270961,1820562
5272492,2228847
5273169,1820562
5273249,10059979
5273316,5546932
5273479,10059979
5274011,10059979
5274186,6769926
5274234,6769926
5274644,4442480
5274723,6725939
5275396,8518888
5275625,5211924
5275832,1328359
5276100,10047553
5276236,4436402
5276316,2262650
5276723,1322203
5277054,8639807
5278306,552801
5278650,6771748
5278815,552801
5279302,10047553
5279725,4436402
5280079,5236151
5280227,4436402
5280636,4436402
5280800,7528353
5281650,6734903
5282335,6734903
5283492,4435122
5283505,929011
5283945,6734903
5284327,6734903
5284429,6734903
5284956,6732544
5285129,589727
5285256,4436402
5285416,4435122
5285537,6734903
5285542,6732544
5285873,3135435
5285967,6734903
5286013,6734903
5286349,6734903
5286572,4435122
5286880,933334
5286906,11261109
5287033,182558
5287350,4435122
5288326,4435122
5288732,3005177
5288732,2298186
5288957,4435122
5290988,8640081
5291115,3164909
5291416,4383244
5291945,933334
5291962,66439
5291962,3519841
5292197,8842645
5292210,4372382
5292356,6732544
5292385,4383244
5292419,4383863
5292605,8640081
5292643,3041692
5293073,4383244
5293571,1450209
5294074,2065803
5294136,4385181
5294548,2065803
5294896,4370959
5295263,5590160
5295728,4370959
5296345,989443
5296443,8873805
5296957,4372352
5297381,1086591
5297482,4370959
5298563,4370959
5298839,2016205
5298844,4370959
5299123,1097527
5299581,1097527
5299866,12165677
5300156,6731713
5300344,8856954
5301901,2016205
5302077,5413777
5303791,12165677
5303910,11275272
5305494,1959020
5306120,12165677
5306150,11275272
5306394,3003814
5306407,6739224
5306450,1502524
5306581,1502524
5306793,2206697
5308215,8493543
5309359,955330
5310002,1827399
5310002,9894504
5310202,3479057
5310753,8838600
5311753,955330
5312262,2917153
5312598,3076328
5312655,9894504
5313504,1827399
5314291,2505029
5314652,6716085
5314978,2199641
5318980,8702589
5319493,6716085
5320038,1492325
5320043,2505029
5320551,4371072
5321286,11335578
5323300,2065803
5323497,3556200
5324960,2112135
5324971,2155717
5326029,5101139
5329294,6734903
5330458,11269789
5330730,8640901
5332987,11272300
5336960,8659322
5337356,8659322
5337931,10034489
5340397,2053794
5340860,615363
5341475,935514
5342967,935514
5343423,1766727
5347373,8631573
5347736,8490289
5348405,1423033
5348623,4406124
5349665,4406124
5351023,615363
5352408,2175150
5354171,3147435
5356858,8838392
5357475,2271576
5363038,8682551
5367274,1707174
5368498,8851851
5369559,8836792
5369783,1579283
5371508,1579283
5374923,4435537
5376633,549478
5377257,4451555
5378547,933334
5378745,1039785
5379889,2170897
5380548,817846
5380984,1920363
5381398,1653174
5383939,4449374
5390675,1784622
5397564,1248828
5397808,2191683
5401771,5613191
5402506,4445162
5402970,6714989
5410880,3005177
5410880,4449374
5413003,933334
5413777,3005177
5417790,8842645
5418881,909372
5420750,2053794
5420785,2170898
5421594,8850548
5421698,2053794
5425642,1880727
5426706,1968266
5428067,8708407
5428187,2053794
5431936,8712524
5432354,28793
5435506,8535514
5438172,2167460
5438643,8842863
5439961,8856102
5445781,549295
5446021,3562458
5448551,3153898
5450366,8722692
5462295,3609831
5462357,4888931
5462394,3587145
5462429,3659817
5462429,4888931
5462875,3659817
5463343,8488039
5463434,3659817
5463552,3587145
5463732,5243897
5464369,4888931
5464838,3556200
5464885,3587145
5465087,6714659
5465451,5243897
5465451,4888931
5465598,3659817
5465659,8498795
5465659,5243897
5465706,3587145
5465761,5546932
5465917,4888931
5465952,5243897
5466296,5546932
5466672,8498795
5466672,5243897
5467153,5545890
5467463,3587145
5467648,8498231
5468132,3587145
5468626,3659817
5469078,8498231
5469078,5546932
5469887,5545890
5470519,436396
5471439,3119565
5471567,436396
5473830,3587145
5474614,5680060
5475853,3317782
5476750,8498795
5477200,3317782
5477339,3317782
5477608,5680060
5479344,8488039
5479642,3587145
5479886,3173714
5480064,4435280
5481657,3097595
5482134,3097595
5482179,8559791
5482549,3122913
5482549,3097595
5482951,8493543
5483451,3122913
5483849,3097595
5483905,2037639
5483990,5777697
5484196,8494228
5484695,3122913
5484765,3121799
5484975,3122913
5485299,8712524
5485326,3122913
5485356,3122913
5492317,6715455
5493600,5646974
5493947,4372382
5495853,8489764
5495853,3317782
5496011,1245954
5496523,8489764
5496523,3317782
5497089,3317782
5497955,3317782
5498062,377433
5498315,8489764
5498630,3215655
5498781,8489764
5498781,3317782
5499125,8513901
5499881,8489764
5500357,8489764
5500676,8513901
5501202,8494228
5501202,3122913
5501723,3152902
5501838,8494228
5501938,3121799
5502168,3152902
5502338,3122913
5502479,3152902
5502802,3122913
5503951,3152902
5504121,3122913
5504538,3122913
5505038,3122913
5507219,3227473
5507495,6716085
5508781,8640565
5509791,8282556
5509814,6716085
5510879,8640565
5511674,3215655
5511891,4374178
5512072,3215655
5512557,860224
5512677,3215655
5512886,8498795
5512886,860224
5513326,860224
5513457,860224
5513800,3215655
5513957,8498795
5513957,3215655
5514748,860224
5514779,3215655
5514779,860224
5514876,860224
5516379,6716729
5527786,6716085
5533045,3594513
5534829,3227473
5538617,11276223
5539543,11272300
5541351,5191656
5542485,1427714
5542730,1047565
5542770,1047565
5542856,1047565
5542948,1047565
5543041,1047565
5543228,1047565
5543367,1047565
5543392,1047565
5543561,1047565
5543853,8713694
5543853,8696841
5544097,8257728
5544116,8713541
5544116,1047565
5544244,1047565
5544341,8289718
5544343,1047565
5544739,1047565
5544877,1047565
5544897,8727530
5544897,375483
5545025,375483
5545449,9504349
5545449,2350645
5545515,8727530
5545515,8289718
5545534,375483
5545555,375483
5545890,8728239
5545890,8289718
5545890,1962184
5546064,375483
5546086,4406124
5546158,4406124
5546178,11277457
5546182,375483
5546293,9504349
5546350,375483
5546399,1967283
5546479,9504349
5546490,11277457
5546581,1962184
5546600,375483
5546620,8289718
5546665,1917269
5546709,375483
5546749,1967283
5546922,11277457
5546932,8728239
5547090,8289718
5547225,8728239
5547225,8289718
5547225,1962184
5547309,8727530
5547388,4406124
5547608,8842863
5547645,8734866
5547780,8842863
5547781,5158915
5548155,11275272
5548257,885979
5548372,885979
5548607,8257728
5548731,885979
5548744,1829893
5548772,8734866
5548872,1403916
5549048,8734866
5549388,1403916
5549413,8842863
5549413,8734866
5549634,8734866
5549651,8734866
5550207,8734866
5550418,2165407
5550586,885979
5550765,8734866
5551245,4372382
5552219,3164016
5552219,4372382
5552276,10034489
5552398,4372382
5556662,78359
5556662,5638841
5557390,8640565
5557882,1023730
5558397,1868856
5558669,1023730
5558742,8640565
5558930,1023730
5559160,8640565
5559523,11275762
5559523,1023730
5559884,78359
5564125,3119565
5565177,2225337
5565177,2215398
5565289,2225337
5565465,2225337
5565489,2215398
5565853,2225337
5566114,2225337
5566376,2225337
5567064,2225337
5567159,2225337
5567185,2225337
5567449,2225337
5567474,2225337
5567608,2225337
5568677,2279837
5568727,2279837
5568800,2279837
5569202,8713367
5569972,8483636
5569972,8724153
5570388,8724153
5570613,8850842
5570787,1497259
5570862,2279837
5570918,1508134
5571031,1533222
5571032,8850144
5571101,8850144
5571132,8850144
5571195,4386086
5571195,8724153
5571337,4386086
5571535,8850144
5571574,2279837
5571844,8724153
5572127,8850144
5572150,8724153
5572303,8850144
5572351,8850144
5572557,8850144
5572652,1403916
5573145,549295
5573740,8842863
5573829,2651306
5573933,1403916
5574125,1660148
5574163,8734866
5574199,8850144
5574566,8850144
5574624,8734866
5575080,8850144
5575169,885979
5575270,1403916
5575549,1403916
5575926,1829893
5576085,8664279
5576450,8734866
5576807,11261109
5576892,8734866
5577224,1660148
5577224,1403916
5577449,1403916
5577543,1829893
5577652,1660148
5579530,10330682
5580710,11260761
5581146,11335578
5581286,8541327
5581523,8541327
5582078,11259681
5582298,11260761
5582683,11259681
5582683,1955737
5582763,78359
5582793,11259681
5582809,2201898
5582958,78359
5583213,78359
5583248,5638841
5583468,5638841
5583752,2201898
5583827,78359
5584004,10330682
5584604,78359
5584906,78359
5585048,5638841
5585133,78359
5585312,78359
5585427,269906
5585427,1157546
5585696,78359
5586242,78359
5586654,78359
5586742,78359
5586781,78359
5587177,421508
5587367,817846
5587414,8542411
5587476,938922
5587689,8682349
5587689,817846
5587689,421508
5587689,938922
5588134,421508
5588375,421508
5588593,8542411
5588593,421508
5589457,8682349
5589457,421508
5589457,938922
5589490,8682349
